event_id,session_id,user_id,timestamp,ts,action_type,tool,amount,recipient_id,recipient_type,category,request_status,decision_status,balance_before,policy_auto_limit,policy_daily_limit,policy_allowed_tools,source,scenario,risk_label,fraud_label,policy_violation_label,is_new_recipient
E0000012,U001-agent-normal-017,U001,2026-05-04T19:09:34,1777889374.0,PAYMENT,payment.execute,56700.0,U001-R025,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,5556830.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000013,U001-normal-003,U001,2026-05-04T22:57:02,1777903022.0,TRANSFER,transfer.execute,2100.0,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,5500130.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000014,U001-normal-004,U001,2026-05-05T11:21:49,1777947709.0,PAYMENT,payment.execute,25400.0,U001-R002,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,5498030.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000015,U001-normal-004,U001,2026-05-05T12:16:57,1777951017.0,PAYMENT,payment.execute,5300.0,U001-R031,BILL,UTILITY,SUCCESS,NOT_EVALUATED,5472630.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000016,U001-normal-004,U001,2026-05-05T17:09:35,1777968575.0,PAYMENT,payment.execute,24400.0,U001-R013,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,5467330.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000017,U001-normal-004,U001,2026-05-05T17:10:25,1777968625.0,PAYMENT,payment.execute,25700.0,U001-R014,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,5442930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000018,U001-agent-normal-031,U001,2026-05-05T17:24:33,1777969473.0,PAYMENT,payment.execute,14100.0,U001-R007,BILL,RENT,SUCCESS,NOT_EVALUATED,5417230.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000019,U001-normal-004,U001,2026-05-05T18:37:29,1777973849.0,PAYMENT,payment.execute,198100.0,U001-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,5403130.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000020,U001-agent-normal-023,U001,2026-05-05T18:54:49,1777974889.0,BALANCE_READ,balance.read,0.0,U001-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,5205030.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000021,U001-normal-005,U001,2026-05-06T07:20:12,1778019612.0,PAYMENT,payment.execute,9000.0,U001-R017,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,5205030.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000022,U001-normal-005,U001,2026-05-06T09:26:51,1778027211.0,PAYMENT,payment.execute,7100.0,U001-R033,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,5196030.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000023,U001-normal-005,U001,2026-05-06T17:52:31,1778057551.0,PAYMENT,payment.execute,24100.0,U001-R006,MERCHANT,ETC,SUCCESS,NOT_EVALUATED,5188930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000024,U001-normal-006,U001,2026-05-07T17:19:56,1778141996.0,PAYMENT,payment.execute,46900.0,U001-R016,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,5164830.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000025,U001-normal-006,U001,2026-05-07T18:43:25,1778147005.0,PAYMENT,payment.execute,12000.0,U001-R017,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,5117930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000026,U001-normal-006,U001,2026-05-07T22:35:08,1778160908.0,PAYMENT,payment.execute,195400.0,U001-R025,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,5105930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000027,U001-normal-007,U001,2026-05-08T10:02:07,1778202127.0,PAYMENT,payment.execute,235700.0,U001-R009,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4910530.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000028,U001-normal-007,U001,2026-05-08T14:27:04,1778218024.0,PAYMENT,payment.execute,60800.0,U001-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4674830.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000029,U001-normal-007,U001,2026-05-08T17:48:13,1778230093.0,PAYMENT,payment.execute,26200.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4614030.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000030,U001-normal-007,U001,2026-05-08T18:15:08,1778231708.0,PAYMENT,payment.execute,29300.0,U001-R010,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4587830.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000031,U001-normal-008,U001,2026-05-09T12:45:44,1778298344.0,PAYMENT,payment.execute,20900.0,U001-R025,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4558530.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000032,U001-normal-008,U001,2026-05-09T18:15:00,1778318100.0,PAYMENT,payment.execute,63000.0,U001-R012,BILL,UTILITY,SUCCESS,NOT_EVALUATED,4537630.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,RECURRING_NORMAL,0,0,0,0
E0000033,U001-normal-008,U001,2026-05-09T22:04:49,1778331889.0,PAYMENT,payment.execute,59700.0,U001-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4474630.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000034,U001-agent-normal-005,U001,2026-05-10T00:11:05,1778339465.0,HISTORY_READ,history.read,0.0,U001-R022,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,4414930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000035,U001-normal-009,U001,2026-05-10T10:21:40,1778376100.0,PAYMENT,payment.execute,4800.0,U001-R030,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,4414930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000036,U001-normal-009,U001,2026-05-10T12:18:07,1778383087.0,PAYMENT,payment.execute,26700.0,U001-R002,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4410130.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000037,U001-normal-009,U001,2026-05-10T17:50:22,1778403022.0,PAYMENT,payment.execute,34100.0,U001-R036,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4383430.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000038,U001-normal-010,U001,2026-05-11T07:44:16,1778453056.0,PAYMENT,payment.execute,9400.0,U001-R034,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4349330.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000039,U001-normal-010,U001,2026-05-11T18:23:21,1778491401.0,PAYMENT,payment.execute,6400.0,U001-R011,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4339930.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000040,U001-normal-011,U001,2026-05-12T21:33:52,1778589232.0,PAYMENT,payment.execute,5100.0,U001-R014,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4333530.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000041,U001-normal-012,U001,2026-05-13T08:12:48,1778627568.0,PAYMENT,payment.execute,48300.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4328430.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000042,U001-agent-normal-014,U001,2026-05-13T14:03:30,1778648610.0,PAYMENT,payment.execute,14600.0,U001-R001,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,4280130.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000043,U001-agent-normal-012,U001,2026-05-13T16:16:54,1778656614.0,BALANCE_READ,balance.read,0.0,U001-R005,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4265530.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000044,U001-normal-012,U001,2026-05-13T19:29:45,1778668185.0,PAYMENT,payment.execute,16700.0,U001-R018,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4265530.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000045,U001-normal-012,U001,2026-05-13T20:05:23,1778670323.0,PAYMENT,payment.execute,18100.0,U001-R021,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4248830.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000046,U001-normal-013,U001,2026-05-14T09:23:12,1778718192.0,TRANSFER,transfer.execute,103000.0,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,4230730.512398113,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000047,U001-normal-013,U001,2026-05-14T15:13:57,1778739237.0,PAYMENT,payment.execute,16200.0,U001-R029,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4127730.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000048,U001-normal-013,U001,2026-05-14T17:34:02,1778747642.0,PAYMENT,payment.execute,26900.0,U001-R012,BILL,UTILITY,SUCCESS,NOT_EVALUATED,4111530.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000049,U001-normal-013,U001,2026-05-14T18:42:39,1778751759.0,PAYMENT,payment.execute,37500.0,U001-R036,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,4084630.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000050,U001-normal-013,U001,2026-05-14T18:47:49,1778752069.0,PAYMENT,payment.execute,13200.0,U001-R032,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,4047130.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000051,U001-agent-normal-028,U001,2026-05-14T19:31:18,1778754678.0,BALANCE_READ,balance.read,0.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4033930.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000052,U001-normal-014,U001,2026-05-15T07:20:56,1778797256.0,PAYMENT,payment.execute,16100.0,U001-R028,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,4033930.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000053,U001-normal-014,U001,2026-05-15T16:10:58,1778829058.0,PAYMENT,payment.execute,11100.0,U001-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,4017830.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000054,U001-normal-014,U001,2026-05-15T16:12:37,1778829157.0,PAYMENT,payment.execute,29100.0,U001-R026,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,4006730.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000055,U001-paysim-fraud-002,U001,2026-05-16T00:15:00,1778858100.0,TRANSFER,transfer.execute,1733834.6901904978,U001-N483783,PERSON,P2P,SUCCESS,NOT_EVALUATED,3977630.5123981126,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,paysim_fraud,ACCOUNT_DRAIN_TRANSFER,1,1,1,1
E0000056,U001-paysim-fraud-002,U001,2026-05-16T00:16:00,1778858160.0,TRANSFER,transfer.execute,61157.201094017364,U001-N483783,PERSON,P2P,SUCCESS,NOT_EVALUATED,2243795.822207615,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,paysim_fraud,FOLLOW_UP_CASHOUT_PROXY,1,1,0,0
E0000057,U001-normal-016,U001,2026-05-17T17:03:05,1779004985.0,PAYMENT,payment.execute,62100.0,U001-R035,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,2182638.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000058,U001-normal-016,U001,2026-05-17T21:25:16,1779020716.0,PAYMENT,payment.execute,11400.0,U001-R007,BILL,RENT,SUCCESS,NOT_EVALUATED,2120538.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000059,U001-normal-017,U001,2026-05-18T12:05:51,1779073551.0,PAYMENT,payment.execute,17800.0,U001-R007,BILL,RENT,SUCCESS,NOT_EVALUATED,2109138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000060,U001-normal-017,U001,2026-05-18T17:46:37,1779093997.0,TRANSFER,transfer.execute,11500.0,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,2091338.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000061,U001-normal-018,U001,2026-05-19T08:52:18,1779148338.0,PAYMENT,payment.execute,8800.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,2079838.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000062,U001-normal-018,U001,2026-05-19T09:28:47,1779150527.0,PAYMENT,payment.execute,6900.0,U001-R031,BILL,UTILITY,SUCCESS,NOT_EVALUATED,2071038.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000063,U001-normal-018,U001,2026-05-19T13:01:50,1779163310.0,PAYMENT,payment.execute,9300.0,U001-R023,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,2064138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000064,U001-normal-018,U001,2026-05-19T20:57:06,1779191826.0,PAYMENT,payment.execute,21000.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,2054838.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000065,U001-normal-018,U001,2026-05-19T22:24:53,1779197093.0,PAYMENT,payment.execute,22300.0,U001-R003,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,2033838.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000066,U001-normal-018,U001,2026-05-19T22:34:38,1779197678.0,PAYMENT,payment.execute,47600.0,U001-R001,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,2011538.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000067,U001-normal-019,U001,2026-05-20T12:16:02,1779246962.0,PAYMENT,payment.execute,66300.0,U001-R013,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,1963938.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000068,U001-agent-normal-034,U001,2026-05-20T13:16:44,1779250604.0,HISTORY_READ,history.read,0.0,U001-R004,MERCHANT,SHOPPING,SUCCESS,NOT_EVALUATED,1897638.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000069,U001-normal-019,U001,2026-05-20T14:27:22,1779254842.0,PAYMENT,payment.execute,51500.0,U001-R002,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,1897638.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000070,U001-agent-normal-032,U001,2026-05-20T18:37:51,1779269871.0,PAYMENT,payment.execute,25000.0,U001-R035,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,1846138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_agent,DELEGATED_NORMAL,0,0,0,0
E0000071,U001-normal-020,U001,2026-05-21T08:42:02,1779320522.0,PAYMENT,payment.execute,5800.0,U001-R032,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,1821138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000072,U001-normal-020,U001,2026-05-21T23:30:06,1779373806.0,PAYMENT,payment.execute,13300.0,U001-R009,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,1815338.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000073,U001-normal-021,U001,2026-05-22T08:49:44,1779407384.0,PAYMENT,payment.execute,9000.0,U001-R007,BILL,RENT,SUCCESS,NOT_EVALUATED,1802038.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000074,U001-normal-021,U001,2026-05-22T17:01:12,1779436872.0,PAYMENT,payment.execute,5600.0,U001-R013,MERCHANT,SUBSCRIPTION,SUCCESS,NOT_EVALUATED,1793038.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000075,U001-normal-021,U001,2026-05-22T19:41:27,1779446487.0,PAYMENT,payment.execute,8200.0,U001-R018,MERCHANT,SIMPLE_PAY,SUCCESS,NOT_EVALUATED,1787438.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000076,U001-normal-021,U001,2026-05-22T20:57:45,1779451065.0,PAYMENT,payment.execute,22100.0,U001-R019,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,1779238.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000077,U001-normal-022,U001,2026-05-23T00:38:57,1779464337.0,PAYMENT,payment.execute,6300.0,U001-R031,BILL,UTILITY,SUCCESS,NOT_EVALUATED,1757138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000078,U001-normal-022,U001,2026-05-23T08:57:51,1779494271.0,PAYMENT,payment.execute,8700.0,U001-R023,MERCHANT,FOOD,SUCCESS,NOT_EVALUATED,1750838.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000079,U001-normal-022,U001,2026-05-23T12:37:51,1779507471.0,PAYMENT,payment.execute,32400.0,U001-R037,MERCHANT,TRANSPORT,SUCCESS,NOT_EVALUATED,1742138.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
E0000080,U001-misuse-LOW_AND_SLOW_ATTACK-008,U001,2026-05-24T04:15:00,1779563700.0,TRANSFER,transfer.execute,299407.30820220127,U001-N686063,PERSON,P2P,SUCCESS,NOT_EVALUATED,1709738.6211135974,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,LOW_AND_SLOW_ATTACK,1,0,0,1
E0000081,U001-misuse-LOW_AND_SLOW_ATTACK-008,U001,2026-05-24T06:15:00,1779570900.0,TRANSFER,transfer.execute,219297.2348161038,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,1410331.3129113961,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,LOW_AND_SLOW_ATTACK,1,0,0,0
E0000082,U001-misuse-LOW_AND_SLOW_ATTACK-008,U001,2026-05-24T08:15:00,1779578100.0,TRANSFER,transfer.execute,296893.9677765142,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,1191034.0780952924,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,LOW_AND_SLOW_ATTACK,1,0,0,0
E0000083,U001-misuse-LOW_AND_SLOW_ATTACK-008,U001,2026-05-24T10:15:00,1779585300.0,TRANSFER,transfer.execute,160565.00443039322,U001-N900333,PERSON,P2P,SUCCESS,NOT_EVALUATED,894140.1103187783,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,LOW_AND_SLOW_ATTACK,1,0,0,1
E0000084,U001-misuse-LOW_AND_SLOW_ATTACK-008,U001,2026-05-24T12:15:00,1779592500.0,TRANSFER,transfer.execute,273326.0913153015,U001-R015,PERSON,P2P,SUCCESS,NOT_EVALUATED,734416.3140497641,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,agent_misuse,LOW_AND_SLOW_ATTACK,1,0,0,0
E0000085,U001-normal-023,U001,2026-05-24T13:20:42,1779596442.0,PAYMENT,payment.execute,90900.0,U001-R012,BILL,UTILITY,SUCCESS,NOT_EVALUATED,734416.3140497641,680000.0,1800000.0,balance.read|history.read|transfer.execute|payment.execute,normal_user,DAILY_NORMAL,0,0,0,0
